Year,AG_LND_AGRI_ZS,AG_LND_ARBL_ZS,AG_LND_EL5M_ZS,AG_LND_FRST_K2,AG_LND_FRST_ZS,AG_LND_IRIG_AG_ZS,AG_YLD_CREL_KG,BM_GSR_ROYL_CD,BN_CAB_XOKA_CD,BX_GRT_EXTA_CD_WD,BX_GRT_TECH_CD_WD,BX_GSR_ROYL_CD,BX_KLT_DINV_CD_WD,BX_TRF_PWKR_CD_DT,DT_DOD_DECT_CD,DT_DOD_DECT_GN_ZS,DT_DOD_DSTC_ZS,DT_ODA_ALLD_CD,DT_TDS_DECT_EX_ZS,EG_ELC_ACCS_ZS,EG_ELC_RNEW_ZS,EG_FEC_RNEW_ZS,EG_USE_ELEC_KH_PC,EG_USE_PCAP_KG_OE,ER_H2O_FWTL_K3,ER_PTD_TOTL_ZS,FI_RES_TOTL_CD,FP_CPI_TOTL_ZG,GC_DOD_TOTL_GD_ZS,GC_REV_XGRT_GD_ZS,GC_XPN_TOTL_GD_ZS,NE_EXP_GNFS_ZS,NE_GDI_TOTL_ZS,NE_IMP_GNFS_ZS,NV_AGR_TOTL_ZS,NV_IND_TOTL_ZS,NV_MNF_TECH_ZS_UN,NY_ADJ_SVNG_GN_ZS,NY_GDP_DEFL_KD_ZG,NY_GDP_MKTP_CD,NY_GDP_MKTP_KD_ZG,NY_GDP_PCAP_CD,NY_GDP_PCAP_KD_ZG,NY_GDP_PCAP_PP_CD,NY_GNP_ATLS_CD,NY_GNP_MKTP_PP_CD,NY_GNP_PCAP_CD,NY_GNP_PCAP_PP_CD,NY_GNS_ICTR_ZS,PA_NUS_PPP,PA_NUS_PRVT_PP,SE_ADT_LITR_FE_ZS,SE_ADT_LITR_MA_ZS,SE_PRE_ENRR,SE_PRM_ENRL_TC_ZS,SE_PRM_ENRR,SE_PRM_GINT_FE_ZS,SE_PRM_GINT_MA_ZS,SE_PRM_REPT_FE_ZS,SE_PRM_REPT_MA_ZS,SE_PRM_TCAQ_ZS,SE_SEC_NENR,SE_XPD_PRIM_PC_ZS,SE_XPD_SECO_PC_ZS,SE_XPD_TERT_PC_ZS,SE_XPD_TOTL_GD_ZS,SL_TLF_TOTL_FE_ZS,SL_TLF_TOTL_IN,SL_UEM_TOTL_FE_ZS,SL_UEM_TOTL_MA_ZS,SP_POP_GROW,SP_POP_TOTL,SP_URB_TOTL,SP_URB_TOTL_IN_ZS
2000,28.2260657107953,19.9318459461197,15.9435701836256,117841.0,37.8836880344628,,4112.4,,1106000000.0,237350000.0,245140000.0,,1298000000.0,1340000000.0,12841178044.2,41.792625574896,6.4102,1485270019.53125,7.47182515130713,88.2,54.7833289409284,57.7,296.860781482897,372.450487376476,71.814,,3416511105.0847,-1.71033727851109,,,,53.9214970089166,29.6099138223826,57.4955974105958,24.5345819955349,36.7307753268455,20.2615732317695,18.9936098137592,3.40882766527606,31172518403.3162,6.78731640463151,404.029784055118,5.58792950410756,2614.11840366972,30203568807.3992,199414106877.927,390.0,2580.0,31.2477933126531,2780.34949717275,3984.78539783311,87.0,94.0,40.7890281677246,29.52151,112.737327575684,107.54819,109.88631,2.82515,3.79703,80.0496368408203,,,,,,49.5203837764278,38826147.0,2.144,2.374,1.12950984166849,77154011.0,18805519.0,24.374
2001,30.4831399273522,21.3732360410171,,119444.96,38.3956282747758,,4167.3,,682000000.0,263640000.0,248850000.0,,1300000000.0,1100000000.0,12632834003.6,39.1741871054437,5.6925,1256020019.53125,6.70795639713578,88.9,59.4942498693152,56.1,338.145646723974,393.045917100693,73.8572,,3674565622.65934,-0.43154451172818,,,,55.0619332820827,31.1727734549497,56.8940047164421,23.2410475903552,38.1294216644677,21.8580428728102,18.8383525403019,2.62226478436138,32685198808.5549,6.19289331233377,419.205677580901,5.08240100546193,2808.83181896159,32186355251.3661,216694930645.62,410.0,2780.0,31.3018955804133,2790.42588466163,3858.54032292867,,,42.283088684082,28.03482,111.035148620605,98.82394,102.59131,2.4158,3.30427,84.9499588012695,,,,,,49.5902010729832,40543786.0,3.259,2.269,1.05123747397877,77969361.0,19443220.0,24.937
2002,30.4459829335051,21.2526163258735,,121048.92,38.9788826275962,,4440.9,,-604000000.0,242640000.0,245530000.0,,1400000000.0,1770000000.0,13342966639.1,38.6816313185181,5.0874,1064170043.94531,6.10952774683417,89.1,50.8380824673148,52.2,390.797649689312,424.532561122052,75.9004,,4121051660.52162,3.83082838168467,,,,54.7391336880928,33.2205344910613,61.9577349644058,23.0294421776834,38.4866787864761,21.8580428728774,19.3019508606698,4.69892816201967,35064105500.8344,6.32082099160833,445.132861817313,5.23717692306222,3001.8703876632,34037168531.6133,233437769528.996,430.0,2960.0,32.5276745084571,2876.84005162836,3943.80439573429,,,45.2981414794922,26.32905,109.37557220459,98.44259,102.56285,1.91833,2.82713,87.0124435424805,,,,,,49.4925957379102,41128744.0,2.327,1.917,1.02445055878013,78772224.0,20095582.0,25.511
2003,30.7575708710936,21.2242396878124,,122652.88,39.5565130454414,,4506.7,,-1931000000.0,319670000.0,290660000.0,,1450000000.0,2100000000.0,15592997724.7,40.0605772555549,5.2741,1533939941.40625,3.55591578059968,90.3,46.3921808185706,50.8,448.105926394118,441.290287161707,77.7686,,6224181087.75992,3.23464817293927,,,,56.6732579147533,35.444857957463,67.6546965243715,22.5424367056108,39.4700078083864,21.8580428725222,16.4994838634242,7.10960246291481,39552513231.9169,6.89906349055258,497.117089249256,5.83556100746738,3239.77125907151,38120159467.9116,254540137547.539,480.0,3200.0,31.4932205734823,3021.71380284766,3981.00010919683,,,49.5644912719727,24.65381,107.745170593262,98.68576,102.83309,1.91832,2.82671,,,,,,,49.4086285406023,41765881.0,2.629,1.88,0.999847904782733,79563777.0,20759781.0,26.092
2004,31.5915760957203,20.8646434676041,,124256.84,40.0738026897152,,4690.9,,-957000000.0,401740000.0,306630000.0,,1610000000.0,2310000000.0,17631234906.8,39.5525077207593,9.574,1657989990.23438,2.67382875867714,91.0,38.5595879590556,45.8,500.367374633165,485.041363051563,79.8118,,7041460609.52428,7.75494748709601,,,,59.7310414143857,35.46533166878,73.2854564543616,21.8076993514673,40.2087495299221,24.0416919196658,13.8555470315105,8.43331213209085,45427854693.2554,7.53641060890386,565.452284586212,6.49878740751187,3543.09915524909,44415418897.7021,280448977420.529,550.0,3490.0,33.4663826860355,3190.74249859975,4177.87302744475,,,54.3299789428711,23.02694,106.452262878418,100.7935,104.9281,,,,,,,,,49.3387149789922,42519336.0,2.433,1.855,0.969589431962946,80338971.0,21436848.0,26.683
2005,32.1384618827057,20.3236829403172,,125860.8,40.2320697359967,,4726.2,,-560189000.00001,504410000.0,309100000.0,,1954000000.0,3150000000.0,18593542977.2,32.8651603081175,10.9738,1693479980.46875,2.56231331630032,96.1,31.6739973162368,44.1,589.246442949183,508.726121851863,81.862,,9050561631.2151,8.28457243128677,,,,63.6994926701393,33.7574028912441,67.0153533748869,19.2999788840494,38.1311399002846,24.0416919191357,12.1078662213225,18.8105195707697,57633255738.1992,7.54724772895918,710.746759994861,6.55339711441117,3893.66509418085,52884327649.3447,311165874437.341,650.0,3840.0,33.0750336525299,3675.68820736219,4375.54091802108,,,59.8049697875977,21.55565,103.823936462402,,,,,93.3701019287109,,,,,,49.3952962559153,43520650.0,2.241,1.918,0.928402391177897,81088313.0,22121703.0,27.281
2006,32.2191850892757,20.2944420467079,,127464.76,40.7502549593184,,4749.8,,-163741800.0,549060000.0,353130000.0,,2400000000.0,3800000000.0,18752446327.7,28.8741151356014,13.0281,1690099975.58594,2.12155733298241,96.0,33.8435852082059,44.2,664.444411909435,514.449018939842,81.862,,13384067982.157,7.41801715108463,,,,67.7168143260187,34.5366510764767,70.5968075435795,18.7267854535521,38.5847310338981,22.6528512004247,11.8115407281499,8.56894797603766,66371664817.0436,6.97795481056711,807.756645117054,5.57239749946528,4237.40088084867,61119346894.2669,342286199369.748,740.0,4170.0,33.3307633776547,3871.27230035902,4553.23449421524,,,65.6577224731445,20.6947,101.769088745117,,,,,95.639518737793,,,,,,49.4471924757721,44786203.0,2.083,2.01,1.32258336381927,82167897.0,22914983.0,27.888
2007,32.1943447296182,20.1869732977559,,129068.72,41.2943261730623,,4846.2,,-6953100000.0,644430000.0,350800000.0,,6700000000.0,6180000000.0,23135389256.0,30.7473585616458,18.9951,1621579956.05469,2.24454871370411,93.1,34.4943887297039,41.9,743.638529474627,543.860534146804,81.862,,23479392779.8197,8.34444889773837,,,,70.517874602272,39.5662708970146,84.0875093942823,18.655099701709,38.5116248479069,23.153521645567,12.0901623905553,9.63022561216118,77414425532.2452,7.12950448605439,925.640338348717,5.25231213341748,4580.79431131504,71581154273.0771,374646043717.024,860.0,4480.0,31.8402168926241,4132.13435622159,4796.35258934715,,,68.0223693847656,20.43643,100.472717285156,,,,,97.793327331543,,,,,,49.4993904830692,46298960.0,1.935,2.115,1.76779845772365,83633375.0,23838857.0,28.504
2008,32.7399677741119,20.0852323588839,,130672.68,41.7762218982583,,4897.6,,-10823000000.0,751640000.0,329100000.0,,9579000000.0,6804000000.0,26497616052.6,27.5497882153862,15.8672,1760189941.40625,1.98401415099651,93.8,35.4814976292986,39.3,812.61355633129,570.996443261552,81.862,,23890250550.2909,23.1154483474477,,,,70.3366919402715,36.4931217965814,83.9807876874868,20.4131439246507,37.0776963788801,22.4658554678733,7.42201016603123,22.6733161746106,99130304099.1274,5.66177120891362,1163.83195772873,3.74838603993047,4844.06704743752,84934003166.5593,402928818718.689,1000.0,4730.0,27.9004725574194,4973.20698228855,5686.73166257163,,,68.2560272216797,19.92674,99.2513885498047,,,,,98.6272430419922,,18.02041,,56.4484,4.88674020767212,49.4748673741064,47896567.0,1.764,2.011,1.82745521345807,85175788.0,24810004.0,29.128
2009,32.9068109297165,20.1431120148867,,132276.64,42.2930662932198,,5080.3,,-6608000000.0,613650000.0,335570000.0,,7600000000.0,6018000000.0,32773324076.8,32.3054945885018,14.5938,2160600097.65625,2.34347330849642,96.1,36.1322512774271,37.0,912.780286490341,613.731435956907,81.862,,16447104123.628,6.71698269988629,,,,62.6088840664865,37.1625554335215,72.0974336552711,19.1684598670425,37.3881863793419,23.5397044741207,8.28925479767787,6.21562315120568,106014659565.214,5.39789754014181,1226.16976051536,3.83237459567542,5060.73212269546,96710386627.329,422707398304.894,1120.0,4890.0,27.5027461713316,5249.9421560632,6090.36250101199,91.0,96.0,69.36865234375,19.5222,97.4199676513672,,,,,99.6399536132812,,19.2398,,32.24791,4.81650018692017,49.4390523913276,49267257.0,1.577,1.893,1.49648723830416,86460018.0,25732231.0,29.762
