name,followers,popularity,spotify_url
Exclusive Music,13486,41,https://open.spotify.com/artist/5AVxfSsSDm8zKAvxRvadEQ
Van Q. Long,46,11,https://open.spotify.com/artist/2HNrRDIIIhlr49I1d39u52
Slim-V,377,0,https://open.spotify.com/artist/7qckK7j3euBx9NlzBRHxYW
Tống Gia Vỹ,2269,21,https://open.spotify.com/artist/5KTFlXlLG15N7W8tp46wpc
Dang Xuan Khai,18,3,https://open.spotify.com/artist/292RBwMsLd3mou1gNk3Vo6
Jiki X (Nguyễn Vũ Hùng),61,0,https://open.spotify.com/artist/47ZBZwfCkqtzsOdjn8MM9s
Czee,4977,36,https://open.spotify.com/artist/66sk3xFjXQ2dTL9fl2npjd
Châu Đăng Khoa,30080,43,https://open.spotify.com/artist/7oOFsgF6y3Z9wI7fgJTbFk
Hoàng Lụt,3045,26,https://open.spotify.com/artist/4zzr02j2EEF4RBHGqksBqe
Hồng Yến,11,0,https://open.spotify.com/artist/6MYhtZayluDrzfCpc2QmXj
Hiya,4544,34,https://open.spotify.com/artist/36HqaJcdxxKup5AbhP87k5
Ngọc Tuyền,34,1,https://open.spotify.com/artist/3EedJIlBkEZko5BpImpgRK
CHANEE,2584,24,https://open.spotify.com/artist/7JYvtUIBcGDPeh79HNDaf3
Hòa Tấu,4200,30,https://open.spotify.com/artist/19EC8VR2I9uIN60bW9hj4B
Thu Phương,34376,37,https://open.spotify.com/artist/3LsIDqxwDjcEKbK3D1IrDk
LVK,2151,44,https://open.spotify.com/artist/76fm2NyyYS5cjegkXhVAlL
Low G,1607714,62,https://open.spotify.com/artist/6TITnFVRcl0AcZ4syE7Toe
Olew,86177,47,https://open.spotify.com/artist/4APrfmUo8KRrjCVuyoKvwY
Mạnh Đình,9284,25,https://open.spotify.com/artist/3EwJyciUZbuZc8gZTKKdAM
Renja,23378,20,https://open.spotify.com/artist/2cKAEkWBpi8mNbjaL4361s
Mây Trắng,1940,11,https://open.spotify.com/artist/4F1FCglJnRnrggZjJDTWpG
Flo D,4881,17,https://open.spotify.com/artist/25cLQ8alZJssXY06KE3SZP
Awai,101,9,https://open.spotify.com/artist/0c2yZIhpaVnrU9mzULHGzA
Lưu Bích,17586,33,https://open.spotify.com/artist/18vmPKrKuO3whqA8z1UOL9
KIDDI,4655,36,https://open.spotify.com/artist/1ONonyrTG2hZnwn3Ek5YXT
WanBi Tuấn Anh,27913,14,https://open.spotify.com/artist/57VqUzd3qVMPCzqZblwz7b
Mỹ Tâm,1979058,50,https://open.spotify.com/artist/1CWwyDPjCowRTO4p6A7r6g
Ngọc Hải,521,4,https://open.spotify.com/artist/0LVc1iDxPugBlHWXQCxSeM
Cá Hồi Hoang,216363,45,https://open.spotify.com/artist/2j3AXmye1FJXoGOXr6tufj
Xesi,48049,41,https://open.spotify.com/artist/44ZNcW1ZSGB9oqX1ALnriH
Linh Phương,4,0,https://open.spotify.com/artist/0yEHODDlhmB1DRMD4qIYkg
GreenD,2854,28,https://open.spotify.com/artist/2mYrvZz0fllkkUnZishGE4
Du Uyên,5055,36,https://open.spotify.com/artist/196qGzmjvUJDtjKjO2604d
Tib,46,26,https://open.spotify.com/artist/4q4JzaaZJaVZWhI2sBquYQ
CAPTAIN BOY,191919,57,https://open.spotify.com/artist/1pKPrziZw7C4GvOlBIXqP5
Thanh Kim,8,0,https://open.spotify.com/artist/0S2xph7i1bf8C9QK1xsm4m
Daduc,13194,32,https://open.spotify.com/artist/2IoOywNR2WMJSIVdPYhUCB
Rum,4,26,https://open.spotify.com/artist/7MDBAu1lBbXoJeqcAdROTO
Như Quỳnh,120058,42,https://open.spotify.com/artist/5TIZ9p5TSviYl96ladXXFw
Thanh Thảo,3443,24,https://open.spotify.com/artist/6YdeJQN8W4lJO8afHzUhFq
NS Bảy Bá,0,0,https://open.spotify.com/artist/09gyPhGQ5KJBgWE8nfE8aN
Dương Bảo Ly,92,3,https://open.spotify.com/artist/0hMt8pRasnNaIbSCt26KcH
Kejo,22255,32,https://open.spotify.com/artist/0Qbywcgl7wfMVk6WmW2LUh
11:11 Music Group,64253,60,https://open.spotify.com/artist/2MDj296KJIfgWDNBtHzeFi
Haozi,2297,32,https://open.spotify.com/artist/7DSbFoeSH8Q0JahSwax20N
Quang Hà,26290,30,https://open.spotify.com/artist/5OSU5tRR0M59TppFcvl4s8
AMEE,1517876,58,https://open.spotify.com/artist/2aQnC3DbZB9GbauvhAw7ve
NAMB,665,22,https://open.spotify.com/artist/3GUqrm94N62ZKUB4YW8qIk
Khiem,18295,46,https://open.spotify.com/artist/2xyEAgqFAAy5yqRZ7mHd9c
VeeTee,1320,0,https://open.spotify.com/artist/43EfCCp9eno1p8ICMCTwid
Vũ Thanh Vân,59699,44,https://open.spotify.com/artist/5ptgjFDE2abY6Xwo4ytufN
Nguyen The Dan,14,1,https://open.spotify.com/artist/7GKTRbqqDahc6rUd290gJe
Nsưt Thanh Sang,32,0,https://open.spotify.com/artist/32UrNQC11s7RSD9X8AX0Ge
Luu Chi Vy,49502,19,https://open.spotify.com/artist/46U2ia2nGNHbjUZmKcZB8w
Lệ Thu,32851,27,https://open.spotify.com/artist/5Bh96Q2p3ZPFLin3pt7NsN
CODYNAMVO,2500,9,https://open.spotify.com/artist/7MtgS1BXZAtslgSSTpdikk
YanBi,106489,39,https://open.spotify.com/artist/718QENtLy8bL4xVoZPg5PP
Mr A,100,16,https://open.spotify.com/artist/0cIgXnz4bvHiooUDIqqiOo
Phương Liên,1,0,https://open.spotify.com/artist/1amVwZZcsn46ThLSNWmgfT
Ribi Sachi,25,12,https://open.spotify.com/artist/31F76yXjDSG2jJmFH0vw0y
MC Goku,119,22,https://open.spotify.com/artist/2bKNcCAdRX7YNvvQ2eiCl9
Thanh Loan,42,0,https://open.spotify.com/artist/6x202wpN5lcxRfRRF7ncgv
Công Hoà,43,22,https://open.spotify.com/artist/63PjLrI2nSUI301EJlNxxX
Quang Hùng MasterD,359249,61,https://open.spotify.com/artist/0slOzRzTQb1RBBVJbvRITP
Kim Loan,6,2,https://open.spotify.com/artist/5zHk2y2jdXpbfzNX8XSUhX
Sơn Tuyền,32980,24,https://open.spotify.com/artist/0RoUGjbZ9d63jXyUylDs1Q
Tim,3269,22,https://open.spotify.com/artist/6HK9w5KPZBLf2zeJEW9WNs
Vũ.,2385164,63,https://open.spotify.com/artist/57g2v7gJZepcwsuwssIfZs
Thu Ha,399,0,https://open.spotify.com/artist/0ET6sQRehKU6u7RgrwGOTf
Dũng Thanh Lâm,104,2,https://open.spotify.com/artist/6a4W3oIFz7uOlPG8BhYCMO
Bích Sơn,1,0,https://open.spotify.com/artist/4eZwk2OGEWpczj0m4aIRRz
Chees,48,2,https://open.spotify.com/artist/1HCtRzjBZwU2Q9yDNOrLxE
Hải Long,2,0,https://open.spotify.com/artist/6UR5rYpu424HUyRPqTVHmP
Kuun Đức Nam,19594,43,https://open.spotify.com/artist/05xxXziuRhVsmlSjTD4Soh
Phương Tùng,3,0,https://open.spotify.com/artist/2lC70dffwfuh0CwXKgfTZg
Pham Tran Phuong,2863,23,https://open.spotify.com/artist/7fBoiBMJriGMdmvOZKYgjr
Quách Thành Danh,2219,16,https://open.spotify.com/artist/21PjoYbQZ8sOoCkt7EMYbN
The Fillin,2302,23,https://open.spotify.com/artist/5W890TKSqnIFLIULvfkAzW
Ccmk,21471,41,https://open.spotify.com/artist/2rlOStil9gdIb581pA8WaS
Pink Frog,17113,26,https://open.spotify.com/artist/3Z1ArowingijWbVesn0aON
LCKing,872,29,https://open.spotify.com/artist/52ahCW0tix6IhP2CW50zAq
Hngle,6309,36,https://open.spotify.com/artist/7kBsX15IDun9YxuVmKCMYJ
Hien Thuc,58922,33,https://open.spotify.com/artist/6xQUSqDu9uizDib9Ww47yO
Minh Vuong,5126,12,https://open.spotify.com/artist/1dSDnst7lgZk9ffLekL4Yk
Tùng Maru,3487,21,https://open.spotify.com/artist/2WWCSXKQuDEJtQjMlA0fsg
Linh Vương,15,0,https://open.spotify.com/artist/75JiVZVCEN6WtZA6B2S3dA
Nguyễn Tiến Thành,78,2,https://open.spotify.com/artist/58Ub9grToct4dg9huEqPHe
Phượng Hằng,416,4,https://open.spotify.com/artist/3HIOJB2DCnQtUSZ6f5EsUy
GPG msmy,5323,29,https://open.spotify.com/artist/1BYxA12Ptu7vku1GY4bniO
Stee,26,20,https://open.spotify.com/artist/0qUch0lXbScZvoZRov3VYA
Tố My,17170,25,https://open.spotify.com/artist/1marWJ3Id2c1evTL8eV1lb
Vũ Duy Khánh,22631,36,https://open.spotify.com/artist/7MsHVZKh1TeKgGqm65kZnY
Andree,24147,23,https://open.spotify.com/artist/5waZQnTO9NO67YqO7KogDV
Tăng Phúc,223467,45,https://open.spotify.com/artist/5TSjLaWHQ69GaALubAM7gR
Văn Vĩ,51,1,https://open.spotify.com/artist/3n0eNrhOfMLS78clTiSzJa
Thu Minh,36994,30,https://open.spotify.com/artist/4mzMFxVZNS2uCVNdsVFoj5
The Flob,50309,46,https://open.spotify.com/artist/0u5ikKYYDO2XGyYjNGQRGf
Út Trà Ôn,1230,7,https://open.spotify.com/artist/4uySw2fLGzVCHxFuIi5VNa
Wowy,132495,34,https://open.spotify.com/artist/4iFNiWhODcMZdmpNkxsTFp
Trash Dee,4029,27,https://open.spotify.com/artist/4d4gNVfuHfIwndxSpUyk4e
Anh Thơ,21136,29,https://open.spotify.com/artist/177bhZzp0omJzqXbXDsJcl
Young Milo,25208,32,https://open.spotify.com/artist/27yyGKpmW2nU5uUrMv2a2x
Obito,911055,63,https://open.spotify.com/artist/0ZbgKh0FgPYeFP38nVaEGp
Huỳnh Phi Tiễn,3686,21,https://open.spotify.com/artist/7an9uvbh1rC2bflIvcwRRL
Cầm,13696,33,https://open.spotify.com/artist/56vNGG0GJtL6p8ltx7cLvj
Lương Minh Trang,3936,18,https://open.spotify.com/artist/1tJo3demkLZyzZ3ZNQTCxx
Saigon Supersound,3594,27,https://open.spotify.com/artist/69CibdsClVHBslcyq1hc89
RINV,1086,31,https://open.spotify.com/artist/7Af3wGgL2tRZt5MBihes8M
Fay,691,0,https://open.spotify.com/artist/0NSM0uoVdVJb7fDCZTcxL3
Orinn,561448,55,https://open.spotify.com/artist/08xn7sYY4KworP8Vc3GoiU
Hoàng Duyên,85589,46,https://open.spotify.com/artist/3LbBKYlyMaATS8IIe7HJ0d
ViAM,1328,38,https://open.spotify.com/artist/6uD33IUwz8hLdIjz6Afcrm
Thanh Hương,107,7,https://open.spotify.com/artist/4hXrkIF1msUEmJqOKw4MLW
Minh AK,3918,39,https://open.spotify.com/artist/7osYr3sHnwRVKLgzQSQu6D
Lâm Thúy Vân,9399,26,https://open.spotify.com/artist/4VL1sTExExYI5pKxFhuxxD
Kewwi,359,34,https://open.spotify.com/artist/0slI2xsesXo4G1aXzjEOcm
Badbies,293,46,https://open.spotify.com/artist/2ZjO6APYelcHcLd2pWMx8x
Cẩm Ly,116220,33,https://open.spotify.com/artist/5sXudh7NFkU6fjQL6BQOj0
JGKiD (Da LAB),49262,34,https://open.spotify.com/artist/3mYnd5Nlmdpg4D9rbAqNUD
Lã Văn Cường,19,3,https://open.spotify.com/artist/4ojEEiq4sNikroiSu3MQST
h0n,1300,28,https://open.spotify.com/artist/4uwBXcx7pPGMEPlcQrfpdS
Toann,34,0,https://open.spotify.com/artist/4ZnZypFx0yg8idEmpyCw3f
Lam Anh,13530,30,https://open.spotify.com/artist/5trMq1OIockzQVpFicyrpn
ImPoe.,3116,33,https://open.spotify.com/artist/0tBd6pb07JUKIq439nJM2h
7UPPERCUTS,93991,38,https://open.spotify.com/artist/7BWNm2hXOL9wEuinNnWpxy
Hoàng Oanh,31036,30,https://open.spotify.com/artist/2ztKQFCq6NdVbjWLq33H7o
Chun Pop,4241,8,https://open.spotify.com/artist/0uB4OVAXIvjq4WnoyZIyxH
Hoàng Giang,30,2,https://open.spotify.com/artist/5saYYEwXZoT9wXlWVd00jC
Lynk Nguyen,4313,29,https://open.spotify.com/artist/4NkJ2ST54TN8b1Mpp1d0Kh
H2K,55168,44,https://open.spotify.com/artist/1XlJB5SQSQTN5YoqJ15sAN
Thắng,234383,52,https://open.spotify.com/artist/1oD9fKbb7qQ2nhn9JJC24F
THuý Hương,0,0,https://open.spotify.com/artist/0lGPaHuFjw9HH6IacE6ZvF
Vũ Luân,702,2,https://open.spotify.com/artist/5EnB7Kwj03adeTyw7klUtA
Đức Lợi,2,0,https://open.spotify.com/artist/53pFBPe3FnQM6zNSmVrZ0F
Sóc Nâu,4958,15,https://open.spotify.com/artist/3bFCDFiTz8uVUhdaepE5Mo
Gii,634,26,https://open.spotify.com/artist/4aGoaiBaKQP2n867EWgZNE
Wxrdie,478786,63,https://open.spotify.com/artist/1Jmkhzve9TuXHUUWGmpANw
Pmars,69,14,https://open.spotify.com/artist/5ZRHI0BGJe7gRcE6MCabuz
RPT LAKE,292,10,https://open.spotify.com/artist/1v5kr0aM1qKIAFGciqpZZd
Tina Ho,3419,30,https://open.spotify.com/artist/4GPec9Mg2EHRsS3iodimWv
Đức Phúc,1309063,57,https://open.spotify.com/artist/5FWPIKz9czXWaiNtw45KQs
Khang Luân,60,2,https://open.spotify.com/artist/5s9rlade5LkrQS6LuF9zZ8
LeWiuy,387,27,https://open.spotify.com/artist/284Kopvh7L7NCkz00VFbqt
Tài Bửu Bửu,0,0,https://open.spotify.com/artist/2AFDygA1w1zP3WAFD9V9sI
Đạt G,491364,50,https://open.spotify.com/artist/4R3mugkUqCALXgkwSptTbg
Nhat Tinh Anh,34821,22,https://open.spotify.com/artist/3bUUOjtOa3iJ0b7dQBvpnp
Anh Quân,163,20,https://open.spotify.com/artist/5jiMpnKHQljrnmMkrHYlyb
AnhVu,2706,32,https://open.spotify.com/artist/5gGVniqlle0PavKpdawRzs
Phong Nguyen,252,7,https://open.spotify.com/artist/7oE3XGhsdIPMqzVFKqXVYN
GAI周延,61238,43,https://open.spotify.com/artist/37EUUUGKMLP6KSKrN9q39m
Hà Lê,10279,45,https://open.spotify.com/artist/0hWPa5etsuzHraxEq4xt6U
Thanh Nga,994,7,https://open.spotify.com/artist/4gnUvYdSlLIyotKFwRPcaU
An Giang Ensemble,4,0,https://open.spotify.com/artist/3zWXiTVyrTnSE2SM6303Wo
Cao Thái Sơn,110492,35,https://open.spotify.com/artist/2VUAd7F7SCWs7gYMGAQVxK
Tư Rọm,0,0,https://open.spotify.com/artist/3KeX15tRqFzG5tLxzuFXMt
Huỳnh Thật,1634,17,https://open.spotify.com/artist/2E7mwvUFOVcLekLQ5pcCtH
Hạnh Nga,0,0,https://open.spotify.com/artist/6f9MzR2tmhAfazpYBMpjud
T.R.I,245897,55,https://open.spotify.com/artist/2rVYwIYNEsMxtt8j5yemHb
Dunghoangpham,41454,39,https://open.spotify.com/artist/1URs0dKndWOld1wzAFhszR
tlinh,1420392,65,https://open.spotify.com/artist/3diftVOq7aEIebXKkC34oR
Dương Trường Giang,225,20,https://open.spotify.com/artist/5b87qlbNjf9Q9Inq1FyvXN
BigP,1644,26,https://open.spotify.com/artist/5AQtkl9E2EH6pdSZU5qy8x
Khánh Linh,1458,21,https://open.spotify.com/artist/4uwTmw5UgEFA4l55p8ee4W
Dờn,144,21,https://open.spotify.com/artist/3RHhT6h8Tq46F9v6vzG0OT
meChill,496,22,https://open.spotify.com/artist/4zT9icJK3hOOQ7agGPbICH
Đậu Tất Đạt,1162,39,https://open.spotify.com/artist/37yCp3F1wG0gNrnaLkIdDV
kaii,1089,44,https://open.spotify.com/artist/30FKMLZe54ybKyWQRSp8ye
Marlykid,163,41,https://open.spotify.com/artist/1iVDAS7uGjPmHGNxhNmJdI
Van Quynh,66,19,https://open.spotify.com/artist/3C07XozDHUUvAuRO5gdq8J
Phượng Liên,504,7,https://open.spotify.com/artist/2phBsrFI7sSDD9mCbiFZXq
RPT Groovie,125,1,https://open.spotify.com/artist/6Ad6O0EmgHoTbu6fd69z50
Rapital,149539,47,https://open.spotify.com/artist/0wqus4nTxIoJvLZLwBt8Df
Xuân tuyền,46,0,https://open.spotify.com/artist/3dfN9K2sWNFomyOvq4EqFD
Thành Bùi,31,21,https://open.spotify.com/artist/4indpWjPPQ0lLAtYihnI5j
Graykee,98,4,https://open.spotify.com/artist/0uyQt4EGosoRXLoxcxjg4b
Huỳnh Tú,62693,40,https://open.spotify.com/artist/2dIQYQOIZ3CNxRUNVwr8dW
Hồ Việt Trung,44441,30,https://open.spotify.com/artist/0XOHQOteNO7pqYk5hWs9TX
Finn,722,25,https://open.spotify.com/artist/3lg54DBZGbztBHc0t1f48s
Băng Tâm,9927,24,https://open.spotify.com/artist/0uW6WjzKu7lQPlKJFZnKAi
Mỹ Mỹ,4020,29,https://open.spotify.com/artist/21trGUfOb8qkRjI4EyF1qm
Will,52,0,https://open.spotify.com/artist/0qQAnANCWR5aAqd99o81ol
Bac Lieu Ensemble,13,1,https://open.spotify.com/artist/0ioj97DULSQrBKzBCTS5zx
DMT,13931,42,https://open.spotify.com/artist/54gIDmy6EgICaX1Uiez1iC
MTV Band,654,34,https://open.spotify.com/artist/4yPMFGDr3rHwOyyS634Rzd
Nguyễn Hưng,7776,28,https://open.spotify.com/artist/0XMJw73nkvTjWdWBrbIoc1
Lu,16311,46,https://open.spotify.com/artist/0QRUD41ltP8vhaAIxMZb2H
Nguyên Lê,8,5,https://open.spotify.com/artist/44tv8Ok9mYOhirL1RyTn2U
bé Thành Tâm,0,0,https://open.spotify.com/artist/3KEeTrQgpM83HzUEfNjrva
Hữu Phước,122,0,https://open.spotify.com/artist/34hvxi22qmEKMp4CHmU1B6
Vũ Thảo My,9097,35,https://open.spotify.com/artist/42D8BHt57a1V8Mn47afQhj
Minh Quan,1397,9,https://open.spotify.com/artist/2vGaOEPhxXnSbG31zeX0eE
Ho Trung Dung,8484,20,https://open.spotify.com/artist/7sxSmvFspSmM7mIFnk0mdB
Biên,365,39,https://open.spotify.com/artist/0nyDEI18MiJfAIDLam8scz
Kimmese,31257,38,https://open.spotify.com/artist/4w5vfLTFKwpd16ZzmYwcXA
Only C,566183,50,https://open.spotify.com/artist/5GBXwBVQufRCmwI1bNRIUo
Cao Vũ,22,2,https://open.spotify.com/artist/2eHFPfXzna96MbawnlLszL
Sơn Tùng M-TP,6489642,64,https://open.spotify.com/artist/5dfZ5uSmzR7VQK0udbAVpf
Isaac,210187,52,https://open.spotify.com/artist/40JnMfFlpwqBnWitkL96g4
Mr. T,40172,28,https://open.spotify.com/artist/2pVj9lekGlRPbYvDjTMQ6O
Như Loan,12201,31,https://open.spotify.com/artist/321nGTqkdRThE4nA5PUqp7
Dong Nguyen,356,10,https://open.spotify.com/artist/5euEtaUIXOl9B8MKotc5Vb
MIN,1081553,54,https://open.spotify.com/artist/0IdAjS2LRieBR3gzoazdAw
Huy Vạc,37858,41,https://open.spotify.com/artist/0b68vXEHFuQP71O9FOESra
Cheung,27261,1,https://open.spotify.com/artist/2CYz62cthPQ03xzOFpq683
Lyly,314236,45,https://open.spotify.com/artist/4POahBr8YCPNKGErIiofyx
Ưng Hoàng Phúc,193440,40,https://open.spotify.com/artist/4HyBLptfM7nZhrcss4if7x
Than Thuy,1,2,https://open.spotify.com/artist/7yUdo9GAUu3VMWit4jExHL
Alex Dương,2460,9,https://open.spotify.com/artist/5psbZA47eQziEQRvpjkqDW
Coldzy,53660,43,https://open.spotify.com/artist/401ikVSob52311M6Fwnunt
Văn Hường,845,6,https://open.spotify.com/artist/2kiEt3Y8u8e4nYonpTy2Pp
Ashley Alisha,54426,53,https://open.spotify.com/artist/63P6hjn73jNbnEFT0gKWKk
Zachz Winner,126337,60,https://open.spotify.com/artist/3eb6CZwogsXvGkmEUYa9XV
Dương Domic,388032,65,https://open.spotify.com/artist/4KPyQxL1zqEiBcTwW6c9HE
Na,3442,33,https://open.spotify.com/artist/2WP8403CFULh73tk5ZnRdj
Thanh Ngan,287,7,https://open.spotify.com/artist/6Nh7hcliHvCN4BhsopSA5F
Changg,157705,48,https://open.spotify.com/artist/1nX1HVIUo1Zfs3e2v3lFb9
Đông Thiên Đức,1612,24,https://open.spotify.com/artist/5y8BH7CZdbyqobybqSv0II
Viet Devils,4,7,https://open.spotify.com/artist/2BlyTKBwIQAJnV9j9fcmNg
Phương Mỹ Chi,151740,46,https://open.spotify.com/artist/1BcjfrXV4Oe3fK0c8dnxFF
Khói,262419,43,https://open.spotify.com/artist/3FZ4GX2mWNn7XElse3fQWd
Soobin Ho&#224;ng S&#417;n,0,0,https://open.spotify.com/artist/0eBA5cqZlzB2f2iSE9Tqjo
Brian,318,31,https://open.spotify.com/artist/0nhYBGxxGTXrYIJK93X3LZ
Bé Hồng Phấn,0,0,https://open.spotify.com/artist/7qdgQ46xTTBzE1Dop4dBMU
Lê Văn Gàn,6,0,https://open.spotify.com/artist/6NAEGcFORLpLq3oppM2o4I
Khánh Ngọc,332,23,https://open.spotify.com/artist/51JbNPIS9UmDvj6sTZD2Jt
SimonC,6727,32,https://open.spotify.com/artist/6zOVCw3nQ3Yjs6uzNVF2OQ
Trí Hải,143,4,https://open.spotify.com/artist/5vpGHRLP8B7ViUfhXQDJ4x
Nguyễn Trọng Nhân,1,6,https://open.spotify.com/artist/57TyceNgGlEW6mtdkfmvZJ
NSND Thu Hiền,6710,13,https://open.spotify.com/artist/3jGOV0FCakQg79oURY4lKP
Hòa Tấu Cải Lương,35,0,https://open.spotify.com/artist/5EZHmUrW3PJ6ki8upGr2ze
Thy Trang,35,0,https://open.spotify.com/artist/0NtBcVSnQ1qQT5TJRwPRm9
Phương Thảo,399,9,https://open.spotify.com/artist/6cSt9S1D3umjQVBDssbbKH
Thịnh Suy,736531,54,https://open.spotify.com/artist/2xK6qcvfXuFFbU0NL95aeo
VA,2207,9,https://open.spotify.com/artist/5O9uIefTbAXCbSfXH6mSEQ
H.A.T,96,25,https://open.spotify.com/artist/0RJnd3uAsxwgyicVqjjiJj
Doan Trang,6189,7,https://open.spotify.com/artist/0SjJhjgc1D572KAnWda6rl
Suboi,192399,37,https://open.spotify.com/artist/2Fc5cGXai8xzLhGyltp4tT
Bảo Trang,10,0,https://open.spotify.com/artist/1BgEHuSwSSsBUyadjopJwR
Phan Mạnh Quỳnh,1038366,49,https://open.spotify.com/artist/0aNyWetkjBvIdZvJY00yEa
Onic,16,0,https://open.spotify.com/artist/78XntnkyWyPtRDTtoD3W2P
bbno$,1932334,77,https://open.spotify.com/artist/41X1TR6hrK8Q2ZCpp2EqCz
BH Media,37,11,https://open.spotify.com/artist/47I337bEUmqBeUATnRXZKu
Quang Trung,65123,52,https://open.spotify.com/artist/4cLYlDISnWaErAitB8kRph
Vprod Music,1630,30,https://open.spotify.com/artist/51qOmzmBunnc4QRvDE1fHs
Minh Tốc & Lam,23905,52,https://open.spotify.com/artist/27RoKwun6jKycKbH2iYUFU
Thu Thủy,1917,14,https://open.spotify.com/artist/2WKkrJzkKYue4aSYtDkNKs
Lê Uyên Nhi,37,4,https://open.spotify.com/artist/5egg0O5ENmQYbxoMz3D0Er
Manh Tuan,4,0,https://open.spotify.com/artist/1ywblpekx7vf5a06di6qeA
BLOO,326753,44,https://open.spotify.com/artist/3ghCvruix2FYZ81DHRlOt1
Hoàng Nhung,1348,26,https://open.spotify.com/artist/4ZdfxBMZeueha2yp9WduGV
Rush,18,25,https://open.spotify.com/artist/0jLZj88IBtCWMdcGwAXbDE
Đặng Hà Duy,138,17,https://open.spotify.com/artist/63GS9BW2QGTLa1UvbyLXIY
QAREZMA ZONE,31,7,https://open.spotify.com/artist/2UIH2OHNCFL2Kp0kSwZcGR
Big Daddy,2519,17,https://open.spotify.com/artist/2UcJVTNX3AAs64CAUgFXKY
MONO,941193,55,https://open.spotify.com/artist/5jTFNkoZebPnX90CbB3F2A
Charlie Puth,24197128,79,https://open.spotify.com/artist/6VuMaDnrHyPL1p4EHjYLi7
Long An Ensemble,5,0,https://open.spotify.com/artist/4x3TJPU8gBiSvmOhWkFa0z
Hiderway,314,24,https://open.spotify.com/artist/1ZVeU6iksFOdOCCfvavb28
T Team,40265,38,https://open.spotify.com/artist/7gJkNlcHtpuOhvl1FIDK1y
VCC Left Hand,29106,49,https://open.spotify.com/artist/3QjJx8Yp2mXYoHtiPI7VMI
Khưu Huy Vũ,10579,23,https://open.spotify.com/artist/4TIkbzRb0DgLNgvYFndhyP
Tài Lương,14,0,https://open.spotify.com/artist/4KHkO8Z83vzq4GCG1kWaXt
Mel G,41,0,https://open.spotify.com/artist/31p6fNUgDIwiYGaG2UNhgo
Zer Nguyễn,4025,39,https://open.spotify.com/artist/62WhadRyBmRJO56wP9oyPz
Sĩ Phú,16515,22,https://open.spotify.com/artist/4s6Oyd0sqO8MV5ILyeQbGL
Tien Ninh,0,2,https://open.spotify.com/artist/5ofz22135ApJTmrJcSZ4oX
Freak D,133410,48,https://open.spotify.com/artist/1yNjtowTJs05S2Xp2g7stg
KraziNoyze,1360,30,https://open.spotify.com/artist/1uBoOwCIbSlAyZZswoeOT3
Haukong,8396,31,https://open.spotify.com/artist/0UyTscBfKB6ILapfawqhFB
Thanh Hang,0,2,https://open.spotify.com/artist/39lZLdHIEUIEjOvAX7jRuH
Bảo Quốc,17,1,https://open.spotify.com/artist/7uHc9YiNCRlfoqYRCWDhq1
Nhật Trường,9206,23,https://open.spotify.com/artist/4jWP1rOO1J3sXq7dQAaEkA
Út Hiền,18,0,https://open.spotify.com/artist/530nXd614Sx8JzcRK6Wh1z
Thùy Trang,2108,22,https://open.spotify.com/artist/09bLhl2caRTYcfQ07I164b
Lam Truong,126770,31,https://open.spotify.com/artist/5tPrBvEiBBbSyMFz2u2ZMi
Hoàng Khanh,0,0,https://open.spotify.com/artist/1kSBY6JjuOrlTv10vPjWTF
Huỳnh Thanh Bình,12,21,https://open.spotify.com/artist/3cllIHis9we6lup5Rb3SjT
SIVAN,57842,46,https://open.spotify.com/artist/0wJWawRvX8K9joiK9QqkX5
HKT,653,0,https://open.spotify.com/artist/5tL7CiJqdNIcfoTfnXDTts
Tấn Giao,14,0,https://open.spotify.com/artist/3sOF03VK2vlwhkhj76LFJO
Hustlang Heily,2440,36,https://open.spotify.com/artist/0ABztwl5ApqMZOllFyaCmP
Khánh Tuấn,2,0,https://open.spotify.com/artist/3udA0mIG48rZUJD6V5q3PE
Thành Được,597,6,https://open.spotify.com/artist/3asA2A5zKhmaUEnNNwDT7y
Phú Quý,5,0,https://open.spotify.com/artist/4WbNQ86L7gUp1uh0gN5TEp
Linh Huệ,14,0,https://open.spotify.com/artist/64vG00mhJCIRlD0nswckXQ
Túy Phượng,42,3,https://open.spotify.com/artist/0KkPmhqFAhJ3NAaaVNRLjF
Minh Chí,3,0,https://open.spotify.com/artist/50lHNVzQeeRMSHCUqJqQDT
Notcool,2907,34,https://open.spotify.com/artist/50swyNRwhADokDcp7v7K5O
YoungTazle,1935,25,https://open.spotify.com/artist/3piry0LLLlUlt8njD4YZ0p
Than Binh,0,0,https://open.spotify.com/artist/0aKsb5ofAOhFgxYmkpzAle
Rin Music,647,32,https://open.spotify.com/artist/7gyVDk9xxIXh1sCDeSC7Wf
Lâm Tuấn,1844,36,https://open.spotify.com/artist/7b7aNw5nu9VYfPJuZfHPY4
Winno,104768,51,https://open.spotify.com/artist/23UOCFmQtFKvx2mFufMoJB
Heily,249,24,https://open.spotify.com/artist/73JDHHjsNGy85o3EbEqOLk
Khổng Tú Quỳnh,7339,21,https://open.spotify.com/artist/5m8xaSqgiYmwUUzahzgKur
Doan Thuy Trang,245,0,https://open.spotify.com/artist/1HbwKu3bS98LAc4FguS2OO
Touliver,191930,49,https://open.spotify.com/artist/5UNWQJdUbO8Gbg9Qn3r52M
