name,followers,popularity,spotify_url
Mr.Siro,1127769,51,https://open.spotify.com/artist/35HU1GT1q797EwZsP8uduO
Minh Hang,7419,43,https://open.spotify.com/artist/0K7K6pYpNBSlzeDx9vPVMB
Mỹ Hằng,49,0,https://open.spotify.com/artist/10KWrwkuNmIqGb5lGpygou
WM,4893,36,https://open.spotify.com/artist/07m09fQfR6b5VKmCzoRi22
Dear Jane,270356,54,https://open.spotify.com/artist/6V1SwiosQqf5XvmoTMCGa9
Mer,27493,39,https://open.spotify.com/artist/0s9oqVCJ2iXTqSUR5fcky5
M NAIVE,4921,28,https://open.spotify.com/artist/2wqbmDDGHOrzvdOxAPe4JS
CHARLES.,11906,36,https://open.spotify.com/artist/5k9DAxaugi6ANyemUgQrgV
Masew,650963,52,https://open.spotify.com/artist/3nGqUwkJHiLPDECMVrX1Sq
itsnk,27185,54,https://open.spotify.com/artist/0hy8mfXxfD8kQ6MRQkDVrn
Chiennhatlang,6283,29,https://open.spotify.com/artist/71LQEF4uo08r9RIB7eTEAE
Vang,11120,26,https://open.spotify.com/artist/6bvMoywdm3JM1bmVvMngrW
Nhieu Ca Si,316,19,https://open.spotify.com/artist/7IZXpBSVzymWnijFHJSykv
GDucky,503,42,https://open.spotify.com/artist/01mNGTR498XaGe3xs1Otrz
Andy Quách,1457,23,https://open.spotify.com/artist/7pF5lJvG7bsM2LlVDFuddE
Vũ Hữu Chí Thiện,81,0,https://open.spotify.com/artist/4wuMu0xAmkNRMOjLYH676N
Nguyễn Trần Trung Quân,23155,23,https://open.spotify.com/artist/0wohJm7vhpfcxS7IiUt0XQ
2pillz,53412,56,https://open.spotify.com/artist/0XtC2d9ZVigYA7iMy5YkW0
RPT Phongkhin,19,33,https://open.spotify.com/artist/507GazaO91Ut3S2DSeCJwh
Anh Khoa,11958,30,https://open.spotify.com/artist/0r5KtuhT32hmawS8dj6jFm
Sweet Liquor,10691,41,https://open.spotify.com/artist/2s2AP9Bj9ltYjB9XIbGr0e
K-Hoàng,80,3,https://open.spotify.com/artist/5nP48HrXAuRF5SwZ13LvdQ
Hoa Tau,2788,28,https://open.spotify.com/artist/6HMoVIffEaaxaq7kt1h8eJ
Trang,104,25,https://open.spotify.com/artist/7CMkw8eDnfvdZRT6VG77l7
Nguyễn Minh Cường,40,9,https://open.spotify.com/artist/0M47zn0D5LFHh59QCTM2UE
Hoaprox,20246,38,https://open.spotify.com/artist/3tuxyjTQrEDsF0pV0WbqyR
Star Online,1602,32,https://open.spotify.com/artist/1lMI4zXuNgD2J4GWFkSv5Z
Thoại Mỹ,338,7,https://open.spotify.com/artist/6aZes7BZyrf2ncwAmdqm7N
Trí Dũng,3972,37,https://open.spotify.com/artist/3vrLtReLclPLq5VvCAxCik
JokeS Bii,997,27,https://open.spotify.com/artist/1FTyDLNQFIES677l00FdzD
TIA,23293,38,https://open.spotify.com/artist/6LrBtADUmDoLlcTrg448Qt
Hoàng Nam,121,5,https://open.spotify.com/artist/4r9C2uEJfwu34RE497k1sz
Binz,1189561,59,https://open.spotify.com/artist/2nSO7JYDbJrYbJmP39qUzj
Hoa Vinh,22279,35,https://open.spotify.com/artist/516yIO7zjKJCIkRktGVUw5
Lê Tứ,21,0,https://open.spotify.com/artist/4iwjl3IzKSKYNedBD3r66J
Bé Chí Tâm,1,0,https://open.spotify.com/artist/2BTGqn4aCJPBW2a1c8MQjS
Myra Trần,117527,45,https://open.spotify.com/artist/0Y9KzsdFByEI4bigKF1htd
1 9 6 7,187029,42,https://open.spotify.com/artist/72lhAORN3XQgtYADoggLRH
Xám,19519,40,https://open.spotify.com/artist/0OzWJ833Wac4o3SAh38s7i
Chị Đẹp Đạp Gió Rẽ Sóng,19539,53,https://open.spotify.com/artist/4DNLpoezq6CHCbbp0JmmHa
Huỳnh James,70301,29,https://open.spotify.com/artist/1Vc9oJC8vSXfirygPAL2Du
Tam Ca Áo Trắng,1399,14,https://open.spotify.com/artist/1rp73mXglaGYmpWy6wgx9Z
"ANH TRAI ""SAY HI""",687431,67,https://open.spotify.com/artist/4wZ6awunqaaVLl5j0WpDFu
Nguyen Duc Cuong,375,1,https://open.spotify.com/artist/22Jp9qLF7Iw09LSACQrCPh
Hoài Thanh,253,2,https://open.spotify.com/artist/6G3AKC6E3OFmudLFuYMwEB
Dab,34566,46,https://open.spotify.com/artist/7dFC6SVFS2YkIcRfE2SyfV
MANBO,151775,53,https://open.spotify.com/artist/2rKtPYcwYmevNcaqzJOwvf
Thanh Trúc,1504,14,https://open.spotify.com/artist/46BsQOw4c7su7oHqkxqNXa
Sino,13425,41,https://open.spotify.com/artist/4GxnBu03QfkLI9By82WNmh
Vũ Khắc Anh,601,28,https://open.spotify.com/artist/1eq0KNlfrwYFlPgoOkw0oc
Nguyễn Hải Phong,2422,25,https://open.spotify.com/artist/0NPrS1NOx6rxhDZ4ujNDB7
Anh Phan,100407,39,https://open.spotify.com/artist/6Zx90B1VRgR4TB01S87duQ
Chế Linh,74798,31,https://open.spotify.com/artist/1tTV7NZodR1nsNtMdAz5Qi
JC Hưng,1221,32,https://open.spotify.com/artist/5qk5V6WIairfV6qRhscsl9
Dương Hoàng Yến,11236,46,https://open.spotify.com/artist/3bbdXNYZbTMzxskrE4wIFQ
Thành Đồng,22332,44,https://open.spotify.com/artist/5SrlFeZhl6SkP8gzRcFa0n
2T,45605,41,https://open.spotify.com/artist/5a9t9Ace3c3WLhwlYXsTGH
RVN Rapper,20,3,https://open.spotify.com/artist/6cI0VZnG72HnRnKtxFRqVl
Tô Chấn Phong,3333,3,https://open.spotify.com/artist/3TaYWl30Nij1RBd6Rg2GZP
Yuno Bigboi,17011,41,https://open.spotify.com/artist/1gUH71ZCFzPyLoyrSguJe1
Hồng Duyên,437,18,https://open.spotify.com/artist/4KIfRpBQQWA7tEQwtk8ihd
Lê Văn Ninh,165,0,https://open.spotify.com/artist/4JIpKQOL4FiRtuboMocyPp
Bảo Trâm,2781,22,https://open.spotify.com/artist/3ZLvCUJqhNbKNOjmFweMOf
Magazine,1146,27,https://open.spotify.com/artist/590fdPpBvFG7T7QNYiG6b5
Độ Mixi,72801,25,https://open.spotify.com/artist/0TZKKZG6WHl2aVFPDtND82
Thanh Hưng,10,25,https://open.spotify.com/artist/2JTxvIeK9uaCXueKkvMRjE
Lan Anh,3863,19,https://open.spotify.com/artist/5VhQoey05lkMjriwWxJe0b
Văn Mai Hương,471441,48,https://open.spotify.com/artist/63SNH9m8M034lCGELVC1dm
Thanh Hằng,163,5,https://open.spotify.com/artist/72YkTHJKPra8fvlSwxfUWl
Hoàng Minh Châu,4337,28,https://open.spotify.com/artist/5392HdKV4myTd5QuOED77C
Tùng TeA,44195,42,https://open.spotify.com/artist/2SWNzbf1maA3oR4x56Uv9W
Duy Lion,171,11,https://open.spotify.com/artist/0HE8NzNBZpoDTt9xO0DPcm
Enderlazer,90,32,https://open.spotify.com/artist/0xIIejLjGU5TVPzeGuk2cm
Evy,250,16,https://open.spotify.com/artist/3dnA5TwCxKzBAnwbDenXmJ
Trần Thái Hoà,24039,28,https://open.spotify.com/artist/5jAkbuyAcJlFqLH4z88ukv
Tez,54059,38,https://open.spotify.com/artist/1yWLf9thhwjqScDt6Az4Z9
Vantacrow,557,21,https://open.spotify.com/artist/5pg3yGxVZg1VTumNeC5QZW
Bích Thủy,28,0,https://open.spotify.com/artist/5ARB4fT59guMi2ATHjm5eQ
Tạ Quang Thắng,4562,26,https://open.spotify.com/artist/21MG3ongZHFbUnXpK8prTg
Ngọc Xứng,0,0,https://open.spotify.com/artist/6cMxlkhrrnX4OWiTVc3oe5
TDK,1126,31,https://open.spotify.com/artist/30x6rCQm4CuabePneJLGj7
ChangC,190,28,https://open.spotify.com/artist/1bBiV6bKYAtPqKGNr3tN86
Thái Bảo,991,9,https://open.spotify.com/artist/7pceiU0D94HJP0LfJ4By7C
Truyền Hình FPT,3708,20,https://open.spotify.com/artist/3eVRIcs5It7zV5sMc7O1hT
Willistic,26262,42,https://open.spotify.com/artist/0XEYiIh3AzMl9lBaT3gNz7
Jack - J97,548478,44,https://open.spotify.com/artist/3KJopZ2uUclqEtLxQg0FNn
Bem,2310,33,https://open.spotify.com/artist/6pPdesr472IIwaIhMrwtMA
Annie,6049,14,https://open.spotify.com/artist/5n6soHMPeSbjaXoZbGV75f
Mỹ Linh,69406,42,https://open.spotify.com/artist/7cmcZaAbbTZIKiqIBJ2ycu
Phi Nhung,69829,32,https://open.spotify.com/artist/6MddNz1oXWvuY1ZWrsRqQF
Niz,5951,35,https://open.spotify.com/artist/5iLsTjgsYTcbjkRJXrNMeS
VSTRA,292185,57,https://open.spotify.com/artist/2aMo0CYbTieTisS0BlWc59
Phương Phương Thảo,24149,39,https://open.spotify.com/artist/5KGgAxYWMoCJduQhLpIH4v
Tuấn Anh,2848,19,https://open.spotify.com/artist/4zQeGGpvdaprG8JNG2pueS
Linh Tuấn,6,0,https://open.spotify.com/artist/7DCHPTX17jrNJhFKEk437Z
Phương Hồng Thủy,153,1,https://open.spotify.com/artist/0ODSKkE7xW7lUXwU4m1ojy
The Sheep,30772,31,https://open.spotify.com/artist/6IBIzIFj0W756sS7OITld5
Thu Hiền,6039,20,https://open.spotify.com/artist/2kDGYxFc0QpfohL3mG93mT
Juky San,109248,39,https://open.spotify.com/artist/51wGpVg4Z3lv1IjuZAQjXn
Phương Vy,16345,30,https://open.spotify.com/artist/5A81GkfzRSHiNQrge5m9gv
N.Diên,381,28,https://open.spotify.com/artist/3GX8WfChjXZtmg51XtFhnu
TINO,2287,28,https://open.spotify.com/artist/1H3wX90oKRfy2zHFpWRzeX
Dipper,27,23,https://open.spotify.com/artist/7mKFLx8tVZRVU5MLeS2nAW
Gill,128756,53,https://open.spotify.com/artist/5Hv9MhUFvGlYurce5BDRUh
The Cassette,46624,40,https://open.spotify.com/artist/1fQjpmcx8iNIy1gKRelTD2
Vuy Chô,1,0,https://open.spotify.com/artist/0NnuHzPIwjRbJOumnIS5bn
Weeza,3692,45,https://open.spotify.com/artist/3KCwCM9okdx5d2iDbIxQ9l
Ngọc Linh,178,2,https://open.spotify.com/artist/4vboc9nPtpDtWoI8mgVes4
Ohm Thitiwat,1836,6,https://open.spotify.com/artist/7iwsHRDADiANbTLeEmdOac
PhucXp,62161,42,https://open.spotify.com/artist/6fCJf6pkYTHfW1XPc1d4vO
Vu Bui Thu Thuy,43,3,https://open.spotify.com/artist/3whwyWLciGwhpyaOCDh82a
Kim Sinh,251,3,https://open.spotify.com/artist/0pOFBXT8wvn47I5fVfFvwi
Nguyễn Đức Cường,106,12,https://open.spotify.com/artist/4iTVdVscJQjzXSnBYZSQiY
Thanh Thúy,18812,25,https://open.spotify.com/artist/6oO3gusjsenDOQn8RDr5JS
Cẩm Tiên,481,0,https://open.spotify.com/artist/3MmLQi3r2SQPKDPMLly2yb
Lynk Lee,177314,47,https://open.spotify.com/artist/7H9jPV9qWyp6V629038aXU
CARA,32703,20,https://open.spotify.com/artist/2UK55AFshflMYHdBySyVoC
Đinh Tùng Huy,22928,39,https://open.spotify.com/artist/0MlTK6GQD8zU4hf9LLj4ia
Orange,558557,58,https://open.spotify.com/artist/5lAfakPZgxFKgiJD6xAF1G
traitimtrongvang,238,33,https://open.spotify.com/artist/1mJGVcicJjUlltZ4okwGhn
Nguyên Vũ,1120,13,https://open.spotify.com/artist/2T8CUdrA64je3QHfcB0uYJ
DONAL,2060,57,https://open.spotify.com/artist/3rSAej8VUifF02zpsGjsRZ
Hương Mơ,100,2,https://open.spotify.com/artist/5aSVYn6SfsAKmKTkD2hHJr
Đỗ Nguyên Phúc,4261,31,https://open.spotify.com/artist/2RTF7MrLWGQJQRwVzg0fDz
Jimmi Ngủyên,100,17,https://open.spotify.com/artist/73W55npgRcy3eudHgs9yxC
Duongg,63671,51,https://open.spotify.com/artist/3JkGKNawown8MgcJsDw1WT
Pháp Kiều,194406,59,https://open.spotify.com/artist/13c4ijEkXNvEFoxGxwp5Su
Goku Beats,40,7,https://open.spotify.com/artist/6O4j1xcoleg0h4A5VcdWVT
Phượng Thúy,97,3,https://open.spotify.com/artist/4mMOft4siENEMbuU3Inu6m
Hang Ho & Lee,29,0,https://open.spotify.com/artist/1DVSVb33wmPeh1UPQTnY4t
Nhóm Dưa Hấu,5,2,https://open.spotify.com/artist/6a0LdauISpBDFaS0lrMQ8n
Hoa Hậu Ngọc Diệp,23,13,https://open.spotify.com/artist/7qF4bL91Q3uiAQUuHfChbt
Remind,5340,21,https://open.spotify.com/artist/5pGCE6kgFO9yJCiHu9X8NP
Youngkxrbie,3783,21,https://open.spotify.com/artist/5niJXrpyZG75DRpvDJzRcZ
Ngọc Giàu,581,10,https://open.spotify.com/artist/3G5To1AOkPARtsN9fmlSWc
Mạnh Quỳnh,46925,30,https://open.spotify.com/artist/3KTUDQL8OV9Sv6mvLJpS5W
Sara Lưu,117,29,https://open.spotify.com/artist/7AqIud2VGDqrSfcFX54irO
Vu Trung Quan,15992,31,https://open.spotify.com/artist/5ST4NrWLKpbuV1KLRK3xNL
Linh Tâm,102,1,https://open.spotify.com/artist/0DoJTlOyRcBshOxWTFYK1N
Don Nguyen,343,8,https://open.spotify.com/artist/1JPTGVvAPZbLRPhUjwNnCe
BlackBi,16182,27,https://open.spotify.com/artist/2x0RPlLEFz7pqXlhc1bl0G
Thái Đinh,230963,38,https://open.spotify.com/artist/7lq25uVNvzRoAJgr4CYr8e
Phương Anh,44731,31,https://open.spotify.com/artist/7cJyqnwFpBTzP1eO1cgPhk
Lô Thuỷ,62,3,https://open.spotify.com/artist/5Vih8jCUo9SwPUPd28bV9F
Bảy Bá,27,1,https://open.spotify.com/artist/5HkA214PVYdotQAAWX7BFV
LyHan,613,32,https://open.spotify.com/artist/70swmqj7c3SHkkdf2SrSUy
Lê Thiện Hiếu,11815,36,https://open.spotify.com/artist/2U7kaq9BBq7eG2Vyn1D3Ab
Gray,76,29,https://open.spotify.com/artist/503KskXp61GFxmEGSOYE61
Lương Gia Huy,15379,17,https://open.spotify.com/artist/1S0Bsmjx0UHR7oz0JsZ3G4
Nsưt Minh Vương,1,0,https://open.spotify.com/artist/0U56OqsmdmpoB2G2Kcvkl3
Trần Hải Nam,16,21,https://open.spotify.com/artist/2fp1Ku5JEJ9z700i1pU8E1
Sterry,121,24,https://open.spotify.com/artist/2yT9yRYRWEC22aqXEa6vBu
Phúc Bồ,1215,21,https://open.spotify.com/artist/6zMLeQLwTDt4zoRzKECDqx
Studio Party,1146,18,https://open.spotify.com/artist/4JTjvap7y8AE0AMCH2f6kt
Dương Ngọc Thái,14280,21,https://open.spotify.com/artist/50srtWWaVOkSkr6oSpk4eb
Khắc Việt,251368,41,https://open.spotify.com/artist/7luDDYsfkSivBsoTz3BKMq
Krix,1309,25,https://open.spotify.com/artist/0CFshi8xoCTnhggihTqoUL
Gia Linh,31,0,https://open.spotify.com/artist/4uPquGOVQCt2IItPjkqyYb
Trịnh Thăng Bình,479164,44,https://open.spotify.com/artist/4co1OIKlUOsNNVJFSZzO9N
Minh Nguyệt,12,1,https://open.spotify.com/artist/1WOQnkkYeqGVGJdL6S99CC
Boyzed,3137,44,https://open.spotify.com/artist/1JPTuJJ7KzpwcDCOWkEjUb
Quốc Thiên,40936,46,https://open.spotify.com/artist/2xyztcPkhFKucM2ghmSme2
Pháo,251840,49,https://open.spotify.com/artist/4en2ObzSYlIYbCGknXjgG9
SPACESPEAKERS,166094,27,https://open.spotify.com/artist/23jUmiOyAG9Dzq6Ayp9LUG
Solsilva,1991,21,https://open.spotify.com/artist/42dopFsZz6H8X2VZl9Pd0I
Phương Thanh,14574,38,https://open.spotify.com/artist/6fvwPdTHctaY65nhFeodrs
Hà Duy Thái,10432,28,https://open.spotify.com/artist/2og0kVAmyg1hOq6yJxcYlO
Kim Quang,28,2,https://open.spotify.com/artist/6TJisNJ01Ye8TAhXqIHcG0
Tài Linh,1331,10,https://open.spotify.com/artist/3clCAsqVmONFTxcO6azwNc
Quốc Khanh,9472,26,https://open.spotify.com/artist/2E35lazbBbr1DLhD2mdP8K
Thanh Nam,78,0,https://open.spotify.com/artist/4xQHtEkXF82P1QSXAwo8gN
bf_huNG,780,18,https://open.spotify.com/artist/6Um6sWmC0RAmFJYzcUinKX
Quang Dzung,1,0,https://open.spotify.com/artist/5UrzsaRqq5AU3SBMky204w
JayKii,130527,40,https://open.spotify.com/artist/4ZSYaCMxF2k6maN3KTP17F
Mai Vũ Luân,476,11,https://open.spotify.com/artist/42P6eYcnQSZUOwdSQtIgKK
Xuân Nghi,14737,40,https://open.spotify.com/artist/09TbfG9329V26zqpb7IQT5
Bikay,31,13,https://open.spotify.com/artist/68ABig0QgaMNv6iQC4fno1
Thanh Hưng,168471,50,https://open.spotify.com/artist/14W31zJumZnGDgZuPXclTJ
Bich Phuong,74,0,https://open.spotify.com/artist/1rInb6Ee2jD6nKy1ymIuIj
Pixel Neko,21535,37,https://open.spotify.com/artist/6lKBdKySIpWUb4tA7hYzU7
Nguyễn Quang Quý,93,5,https://open.spotify.com/artist/21IEhJMSF50Qa2JVE9ePfl
Tố Ny,256,21,https://open.spotify.com/artist/0hRplnOyHP99DCSqvoaOgT
WEAN,422255,59,https://open.spotify.com/artist/30eFAXoU2kTjJPf2cq80B8
BMZ,9667,51,https://open.spotify.com/artist/3euFcFd5Dc7JAz6t7oKg7m
Văn Hoàng,32,3,https://open.spotify.com/artist/5uublnshszGRYGsR1YiHxj
Ngoc Lan,27433,35,https://open.spotify.com/artist/74WJHQjKr93pw6lxgWAaxM
DT TAP RAP,64801,50,https://open.spotify.com/artist/56YvnYcOAPPIuSwoZ6uoBP
Trấn Thành,13108,28,https://open.spotify.com/artist/1RWwtxXnYninjXOkgunJqb
Cô Tư Sạng,2,0,https://open.spotify.com/artist/7IPQMnJLghK5dY0QqoywrY
Andiez,388388,52,https://open.spotify.com/artist/0tBmmwc8j8zbJxISwdsvjA
Khải Đăng,29210,36,https://open.spotify.com/artist/5lRuI7jZMno275jJphvRjg
Anh Tú,187949,51,https://open.spotify.com/artist/7LLfmKhGZI11XO0dO4xDI7
Tuấn An,1,0,https://open.spotify.com/artist/16BPYXUJe32dy5Cv7XQ6Fa
NIT,11134,39,https://open.spotify.com/artist/1MTANbmLhUqJXlLuqADGE7
Hagi,137,0,https://open.spotify.com/artist/4BljsiniUHxJ3HvJ9FW9M6
Tùng,80144,45,https://open.spotify.com/artist/1TdtsDVivxc6PpkQdNuXdR
Phạm Hồng Phước,62931,35,https://open.spotify.com/artist/2DpuPZSraeVoLMKV5QJj7y
Hoang Rob,17,0,https://open.spotify.com/artist/1FBATqNkPkGDfXwOqLPQeg
1Sebt,407,24,https://open.spotify.com/artist/63JqmXv0wo6jAOOUzypO8J
Phượng Hằng,20,0,https://open.spotify.com/artist/1kvndpjifnW9eynev11nGp
Stamp,582083,49,https://open.spotify.com/artist/4e3QCzBNkr0t3GGqo86Ofl
Kim Đồng,27,3,https://open.spotify.com/artist/1nsCgAw1PJo1ygtxP1wJWn
Huy Vũ,1192,19,https://open.spotify.com/artist/5ShDv9XWXdA4k9xyrK1qjd
Lệ Quyên,1,3,https://open.spotify.com/artist/4Thui6ZROW8scgyPTiHvKD
Cukak,193563,46,https://open.spotify.com/artist/3swW6OR2g7qTY3626sqVW4
TiLo,5225,25,https://open.spotify.com/artist/0QofcPIiFvbPRSgCzF42BX
1 9 6 7,4077,31,https://open.spotify.com/artist/5vP664ukNxieo679PoABmv
Hoàng Thùy Linh,884374,54,https://open.spotify.com/artist/0r63ReVRjxrS4ATbLrdcrL
KNG,1512,32,https://open.spotify.com/artist/4QuHX3gBQSN2L2e1A06gE8
Larria.,7722,37,https://open.spotify.com/artist/1qdb7jDQjPd8WWpayCRh5V
Kiều Hoa,1,1,https://open.spotify.com/artist/5NFwzgdibDWpTR0Psv2jzV
B-Wine,25056,39,https://open.spotify.com/artist/68Vj5ArAHBx2K0osGDXK4K
Tấn Giao,2,0,https://open.spotify.com/artist/2YqALscoMG87iiXUht0mBL
Nhạc không lời,13,0,https://open.spotify.com/artist/64QAe0kc1KP34axlOleTAC
Giang Trang,6244,22,https://open.spotify.com/artist/56BZeUGSrDYmVRjBjmJi57
NSƯT Mai Thủy,40,0,https://open.spotify.com/artist/2cGXSUvpksiqnPkjM7ZwGu
Hoang Dung,160,25,https://open.spotify.com/artist/2mfUy7IkA2dHw8yVDpTAeO
Limitlxss,14971,30,https://open.spotify.com/artist/7CvaEyUJFgQOdgzfqqU5t7
Kidz,83299,41,https://open.spotify.com/artist/6wZ01tGqWDyJ6vykbeaIFA
D Empty,5014,31,https://open.spotify.com/artist/1OXwJdOOL0Mio8zgA01OFB
Đặng Thái Bình,4106,31,https://open.spotify.com/artist/0l9gyu1WOgCfMDrpnwA7et
Hà Vân,5137,21,https://open.spotify.com/artist/7fd70imdv1SLkPRVFMLo5x
Hustlang Robber,138299,53,https://open.spotify.com/artist/3JWIaDWHJq11w1xPqJStEv
Phankeo,3580,46,https://open.spotify.com/artist/2rv0GwxSEWKhz54nLluNhK
Phượng Mai,4089,17,https://open.spotify.com/artist/2Jt8gyQdLTNWbGXBQCeFNX
Le Ngoc,35,3,https://open.spotify.com/artist/795HCrahWVVqXS4nkAaa5C
Tr.D,3576,46,https://open.spotify.com/artist/6jiITlNS4hrm3dq90ZDftJ
Trương Đan Huy,1974,6,https://open.spotify.com/artist/6hMgCsIKOMRHx0NQtwF7jv
Các nghệ sĩ,47,2,https://open.spotify.com/artist/5LCINKGlQ212gP0Mcrh1mA
Châu Thanh,961,5,https://open.spotify.com/artist/72UeHIYo5RETn9TToYRi1X
Hoàng Minh,1593,12,https://open.spotify.com/artist/6megZpm9IV0F6FUU09sJFw
Dept,260828,55,https://open.spotify.com/artist/48JtfAggQQpfUXQNxkGm5U
Hoàng Quốc Thanh,0,0,https://open.spotify.com/artist/4i1SaRoYfBEy2VOlKGNdW2
Tonny Việt,652,29,https://open.spotify.com/artist/4xGlS3WQEDARPnl7MduIkQ
Snoop Dogg,14253607,83,https://open.spotify.com/artist/7hJcb9fa4alzcOq3EaNPoG
The Black Skirts,480194,57,https://open.spotify.com/artist/6WeDO4GynFmK4OxwkBzMW8
Trang Kim Anh,0,0,https://open.spotify.com/artist/2Mijpg1fYGFYnuYxJBegCA
Tường Vân,6,2,https://open.spotify.com/artist/1ppRFxFmtDeM8G3FIgPO5d
Hồng Nga,203,4,https://open.spotify.com/artist/5brYNkpjhGXlLK0ebWEH8G
OUR SONG VIETNAM,2941,36,https://open.spotify.com/artist/6HfU0edqFmEwV87kq0D9TJ
Phương Thùy,263,5,https://open.spotify.com/artist/4apZlWGGA1dF1xiOGCbFKJ
Trungng,1103,34,https://open.spotify.com/artist/60KOzc3SHHzq8PgKHeXB9z
Jay Bach,1466,28,https://open.spotify.com/artist/2tQ0caRvEKWcvLk7HCOjMl
Tự Long,1407,45,https://open.spotify.com/artist/4fE079mjJxeepAgkukRmR3
mj apanay,64367,46,https://open.spotify.com/artist/2pZ83NwGQGiWxC3qJSTPBE
Diệu Thanh,6,0,https://open.spotify.com/artist/2hojCbT3AWvNqUdIwluEtV
Linh Ka,10705,23,https://open.spotify.com/artist/6gXUsziOuoRCgmtm62Nrny
VAnh,47930,40,https://open.spotify.com/artist/4QC9UUJeYEo4wnbTvuOHLo
Quang Lý,4164,9,https://open.spotify.com/artist/6naUKwlfheSHO58rLBFHZc
Chơi Tới Già,1228,12,https://open.spotify.com/artist/0GsvLakaynE8murCbCfxOu
JUUN D,164918,36,https://open.spotify.com/artist/6yzbDKj9tQCYUyhAvrDNHW
Uyên Linh,205627,38,https://open.spotify.com/artist/2KUMXzsDcJqXZW0CRh07zP
Chí Công,24,9,https://open.spotify.com/artist/4TP0j5YJfg4J4fdpfrlAX0
M4U,1412,18,https://open.spotify.com/artist/6YBjHTX07Tr0emMDH84LCj
Duy Anh,77,1,https://open.spotify.com/artist/4BuzrduZh48JlU65nuTNAl
WHEE!,13431,31,https://open.spotify.com/artist/3Tr8fFMbWxysSzBztIqNPP
B.O.T,106,3,https://open.spotify.com/artist/1EtY08r2WPfVMk4F07bjgZ
Xì Trum,42,22,https://open.spotify.com/artist/3ivDXEluaeWs0ZHkqEAY7k
Quynh Nga,892,7,https://open.spotify.com/artist/0Ek3vhpEQvX08YJZCpRdC6
Lệ Thủy,1,0,https://open.spotify.com/artist/2AHUQ9d9HM5OC8OUwodH1K
Lil Zpoet,42998,42,https://open.spotify.com/artist/0T8DkuhhFhdWAMN0bdeLL7
Lê Như,4074,19,https://open.spotify.com/artist/3859HForwBR1clV9yc3ugC
Mạnh Đồng,288,9,https://open.spotify.com/artist/6j99LxXXXNqNqU6ymq4r0U
WOKEUP,17947,51,https://open.spotify.com/artist/0qAJ604EZMbkbpZ9NN6W6d
Hải Yến,96,1,https://open.spotify.com/artist/3FAUSBTeqy1eFK8plN9dYK
Vinh Khuat,21477,31,https://open.spotify.com/artist/0Hxo49G2Y9jzrRGqQeok1m
Văn Vjp Pro,1908,3,https://open.spotify.com/artist/0hlkeifpLWMJmlwN4sq3Ra
Ngô Kiến Huy,1,1,https://open.spotify.com/artist/3mBPJBP4ct4gE9I8EhjXTb
Huỳnh Văn,2087,37,https://open.spotify.com/artist/5NTaNiqKj5W38izmUj435H
BAN,65999,51,https://open.spotify.com/artist/0CO1IZAPmgTbkfXvcRCLsL
Lâm Nhật Tiến,11809,30,https://open.spotify.com/artist/02rLqQfWp5cmZYBShP1Fu5
ferb iu em,1177,31,https://open.spotify.com/artist/3X1WfyYfghDUCzeVgVEXeM
Kain,2415,20,https://open.spotify.com/artist/47kdZyg5G978v7kSnvr7sb
Khoi Nguyen,17,0,https://open.spotify.com/artist/2ZVdo8etwm2dq9imtUaRsh
VƯƠNG BÌNH,1577,47,https://open.spotify.com/artist/351mBX7BjjI2plbfozIzqb
The Son,3626,32,https://open.spotify.com/artist/4hmo0RtMEIDYCsEj26S1xH
Thái Học,14690,30,https://open.spotify.com/artist/6BnKArbWE6Il0AyLJdvUxy
TGSN,17365,50,https://open.spotify.com/artist/2OkxNsNz7QXCBwlME0fSsk
Xuân Phát,17,0,https://open.spotify.com/artist/1wfILvnBf2dkxaij1xGiUG
kidsai,64790,47,https://open.spotify.com/artist/6kkA6laUMR0hzML9YY98CQ
Hồ Ngọc Hà,453071,43,https://open.spotify.com/artist/24Wn81dwdDeTCuB1BWGoVJ
Quang Vinh,52996,33,https://open.spotify.com/artist/0IMvyEWySP665zddlejaSm
Hà Thanh,1877,21,https://open.spotify.com/artist/5iFY0u8CMmK5aDwjpCMyZL
Doãn Hiếu,93771,37,https://open.spotify.com/artist/52UlQPpkuAzH3BTfRDevYc
Mai Thiên Vân,20401,31,https://open.spotify.com/artist/6DKJX322RvZsWhz0Xn2myz
[Pink Hapless],4995,30,https://open.spotify.com/artist/25BkDtSaW7eDJ0hcMO8niZ
TeuYungBoy,23709,55,https://open.spotify.com/artist/3oD2yI1g6aT3KawHD8ZYaU
Rtee,7288,37,https://open.spotify.com/artist/73AUXZbgPiHjPbv66nGVq7
T-Bin,79,4,https://open.spotify.com/artist/43kPiPXU117dSnIub22l3X
Ngọc Trinh,121,2,https://open.spotify.com/artist/6KUlGsTXyCQHcYDPwBj9mo
NH4T Media Music,11811,40,https://open.spotify.com/artist/2HKcCNSqqFO9k5GPNy1oQ3
Seth,3320,38,https://open.spotify.com/artist/1bFOMacB1TfMrwNfkxEa8B
VRT,948,31,https://open.spotify.com/artist/0ZG3U0kfmAxNJF717Jbz7C
Thiên Minh,8,1,https://open.spotify.com/artist/1FhFFPFSFvVdwCABURQCYw
Đạt Võ,7535,17,https://open.spotify.com/artist/3QFgKz8AHtlfjq237cwjoq
